Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
203704630	The last starfighter	5					Universal City, CA : Universal, [1999]	1999		5			The last starfighter (1999)	DVD															Your library	English, French	English	PN1997.L339 1999	[0783230567]	0783230567, 9780783230566	Science Fiction Films|Science fiction films|Video games Drama|Video recordings for the hearing impaired	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1	MINERVA (Maine)	[2021-07-30]			1000574				
203704632	K-19 the widowmaker	1					Hollywood, Calif. : Paramount Pictures, c2002.	2002		3			K-19 the widowmaker (2002)	DVD															Your library	English, French	English	PN1997.K55 DVD	[0792182065]	0792182065, 9780792182061	Nuclear submarines Drama	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	University of North Carolina, Chapel Hill	[2021-07-30]		ocm50812297	4150075				
203704645	Johnny Mnemonic	1	Reeves, Keanu	Actor			Sony Pictures Home Entertainment (1997)	1999		5			Johnny Mnemonic by Keanu Reeves (1999)	DVD	7.5 x 0.6 inches	0.25 pounds	0.6 inches	5.38 inches	7.5 inches	0.6 x 7.5 x 5.38 inches									Your library	English, Spanish	Spanish	PN1997 .J647	[043396734791]	043396734791		791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			1093744				
203704648	Monty Python and the Holy Grail (Special Edition)	1	Chapman, Graham	Actor			Sony Pictures Home Entertainment (2001), Edition: Special Edition	2001		4			Monty Python and the Holy Grail (Special Edition) by Graham Chapman (2001)	DVD	7.5 x 0.5 inches	0.4 pounds	0.5 inches	5.5 inches	7.5 inches	0.5 x 7.5 x 5.5 inches									Your library	French, English	Japanese	PN1997 .M65	[0767853520]	0767853520, 9780767853521		791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			8015336				
203704650	Heavy Metal (Collector's Edition)	1	Potterton, Gerald	Director			Sony Pictures Home Entertainment (2008), Edition: Collector's Edition	2010		5			Heavy Metal (Collector's Edition) by Gerald Potterton (2010)	DVD	7.5 x 0.6 inches	0.25 pounds	0.6 inches	5.38 inches	7.5 inches	0.6 x 7.5 x 5.38 inches									Your library	English, Portuguese	English	PN1997	[0767836316]	0767836316, 9780767836319		791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			3042206				
203704652	A Very Harold & Kumar Christmas (Blu-ray 3D / Blu-ray)	3	Cho, John	Actor			WarnerBrothers (2012), Edition: 3D	2012		4			A Very Harold & Kumar Christmas (Blu-ray 3D / Blu-ray) by John Cho (2012)	Blu-ray	6.75 x 0.5 inches	0.3 pounds	0.5 inches	5.3 inches	6.75 inches	0.5 x 6.75 x 5.3 inches									Your library	English	English		[]						1	amazon.com books	[2021-07-30]			17592848				
203704657	GoldenEye (Special Edition)	1	Brosnan, Pierce	Actor			MGM (Video & DVD) (1997), Edition: Special Edition	1997		5			GoldenEye (Special Edition) by Pierce Brosnan (1997)	DVD	7.5 x 0.6 inches	0.25 pounds	0.6 inches	5.38 inches	7.5 inches	0.6 x 7.5 x 5.38 inches									Your library	French	Spanish	PN1997	[079283318X]	079283318X, 9780792833185	James Bond films	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			701820				
203704659	The golden compass altÄ±n pusula	5					[Burbank, Calif.] : New Line Home Entertainment, 2008.	2008		3			The golden compass altÄ±n pusula (2008)	DVD															Your library	English		PN1995.9.F36G65 2008	[0780680162]	0780680162, 9780780680166	Alliances Drama|Closed-captioning|Compass Drama|Fantasy Films|Fantasy films|Human experimentation in psychology Drama|Witches Drama	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	KoÃ§ University	[2021-07-30]			5750391				
203704662	The fifth element	5					Culver City, Calif. : Columbia TriStar Home Video, 1997.	1997		5			The fifth element (1997)	DVD															Your library	English		PN1995.9.S26F58 1997	[0800195175]	0800195175, 9780800195175	FIlms for the hearing impaired|Feature Films|Feature films|Films for the hearing impaired|Science Fiction Films|Science fiction films	791.4372	Film > Film, Radio, and Television > Films, screenplays > Public performances > Recreational and performing arts > Single films > The arts		1	ACAWeb (Appalachian College Association) (KY, NC, TN, VA, WV)	[2021-07-30]		ocm39192256	31685				
203704665	Fantastic Planet	1	Bostwick, Barry	Actor			Starz / Anchor Bay (1999), Edition: DVD Video	1999		5			Fantastic Planet by Barry Bostwick (1999)	DVD	7.5 x 0.6 inches	0.25 pounds	0.6 inches	5.38 inches	7.5 inches	0.6 x 7.5 x 5.38 inches									Your library	English	French	PN1995.S26 F36837853	[6305307156]	6305307156, 9786305307150		791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			5241223				
203704667	Endgame blueprint for global enslavement	1					[Austin, Tex.] : [New York, N.Y.?] : Jones Productions ; Disinformation Co., c2007.	2007		2			Endgame blueprint for global enslavement (2007)	DVD															Your library				[]		Eugenics|International Organization|International organization|North America Economic integration|Technology Social aspects|Technology social aspects|WORLD POLITICS|World Politics|World politics|eugenics|world politics				1	New York University	[2021-07-30]			26862836				
203704672	Dune (Special Edition, Director's Cut)	1	Hurt, William	Actor			Artisan Home Entertainment (2002), Edition: Director's Cut Special Edition	2002		5			Dune (Special Edition, Director's Cut) by William Hurt (2002)	DVD	7.75 x 1.25 inches	0.62 pounds	1.25 inches	5.75 inches	7.75 inches	1.25 x 7.75 x 5.75 inches									Your library	English	English		[B0000639EV]	B0000639EV		791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			27920516				
203704674	Frank Herbert's Children of Dune: Sci-Fi TV Miniseries (Two-Disc DVD Set)	1	Newman, Alec	Actor			Alliance (2003)	2003		5			Frank Herbert's Children of Dune: Sci-Fi TV Miniseries (Two-Disc DVD Set) by Alec Newman (2003)	DVD	7.5 x 0.5 inches	0.25 pounds	0.5 inches	5.5 inches	7.5 inches	0.5 x 7.5 x 5.5 inches									Your library	Spanish, English	English	PN1995.S26 D862	[]			791.45	Film, Radio, and Television > Public performances > Recreational and performing arts > Television > The arts		1	amazon.com books	[2021-07-30]			1278120				
203704676	The Dream Team	5	Keaton, Michael	Actor			Universal Pictures Home Entertainment (2003), Edition: DVD	2003					The Dream Team by Michael Keaton (2003)	DVD	7.75 x 0.5 inches	0.35 pounds	0.5 inches	5.75 inches	7.75 inches	0.5 x 7.75 x 5.75 inches									Your library	Spanish, French	English	PN1995.C55 D728	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			16557420				
203704677	Dragonheart: 2 Legendary Tales (Dragonheart / Dragonheart: A New Beginning)	1	Quaid, Dennis	Actor			Universal Pictures Home Entertainment (2010), Edition: DVD	2010		3			Dragonheart: 2 Legendary Tales (Dragonheart / Dragonheart: A New Beginning) by Dennis Quaid (2010)	DVD	7.5 x 0.5 inches	0.25 pounds	0.5 inches	5.5 inches	7.5 inches	0.5 x 7.5 x 5.5 inches									Your library	English, Spanish	English	PN1995.F36 D7346644378	[0783289561]	0783289561, 9780783289564		791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			16651524				
203704682	The day the earth stood still	5					[United States] : Twentieth Century-Fox Home Entertainment, c2002, 1951.	2002		5			The day the earth stood still (2002)	DVD								2010610680							Your library	English, French	English	DVB 6535 (viewing copy)	[]		Human-alien encounters Drama	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	Library of Congress	[2021-07-30]			9871370				
203704684	The day after tomorrow	5					[United States] : [Hong Kong] : 20th Century Fox Home Entertainment ; Distributed by Deltamac (Hong Kong) Ltd., c2004.	2004		5			The day after tomorrow (2004)	DVD															Your library	English, Thai		PN1997.2.D367 2004	[]		Climatologists Drama|Disaster films|Feature Films|Feature films|Glacial epoch Drama|Global warming Drama	791.4372	Film > Film, Radio, and Television > Films, screenplays > Public performances > Recreational and performing arts > Single films > The arts		1	Hong Kong Baptist University	[2021-07-30]		ocm60548882	26862839				
203704688	Chicago	1					Burbank, Calif. : [MontrÂ©â™­al, Que.] : Distributed by Buena Vista Home Entertainment, Alliance-Atlantis [distributor], c2002 ; [2003?].	2002		2			Chicago (2002)	DVD															Your library	English, French	English	PN1995.M86 C453346	[0788845845]	0788845845, 9780788845840	Chicago (Ill.) Drama|Criminals Drama|Watkins, Maurine	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	Toronto Public Library (Canada)	[2021-07-30]			372476				
203704690	The Corporation	5	Friedman, Milton	Actor			Zeitgeist Films (2005), Edition: Special Edition	2005		5			The Corporation by Milton Friedman (2005)	DVD	7.5 x 0.75 inches	0.4 pounds	0.75 inches	5.5 inches	7.5 inches	0.75 x 7.5 x 5.5 inches									Your library	English, French	English		[]			338.74	Business Enterprises > Corporations > Economics > Production > Social sciences		1	amazon.com books	[2021-07-30]			25564668				
203704694	Celtic Thunder the show	1					New York : Decca : Distributed by Universal Music Distribution, c2008.	2008		5			Celtic Thunder the show (2008)	DVD															Your library	English			[]		Celtic music|Folk music Ireland|Folk songs, English Ireland|Folk songs, Irish Ireland|Popular Music|Popular music|Popular music Ireland|popular music	DVD 780.9415 C3321C 2008	Biography And History > British Isles -- Ireland & Scotland > Europe > Music > Music > The arts		1	Seattle Public Library	[2021-07-30]		ocn216934946	26862840				
203704696	The Brothers Grimm	5					[Burbank, CA] : Dimension Home Video : Distributed by Buena Vista Home Entertainment, [2005]	2005		2			The Brothers Grimm (2005)	DVD															Your library	English, French	English	PN1997 .B773	[0788863142]	0788863142, 9780788863141	Exorcism Germany Drama|FIlms for the hearing impaired|Fantasy Films|Fantasy films|Feature Films|Feature films|Films for the hearing impaired|Grimm, Jacob, 1785-1863|Grimm, Wilhelm, 1786-1859	791.43/72	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	Yale University	[2021-07-30]			2969090				
203704698	Bowling for Columbine	1	Caldwell, Michael	Actor			MGM (Video & DVD) (2003), Edition: Special ed., 2 pages	2008		5			Bowling for Columbine by Michael Caldwell (2008)	DVD	7.75 x 0.5 inches	0.24 pounds	0.5 inches	5.5 inches	7.75 inches	0.5 x 7.75 x 5.5 inches									Your library	English, Spanish	English	HV7436	[]		Documentary	363.3	Other Public Safety Concerns > Other social problems and services > Social problems and services; associations > Social sciences		1	amazon.com books	[2021-07-30]			3161368				
203704699	Missa solemnis op. 123	1					[Hamburg] : Deutsche Grammophon, p2008.	2008					Missa solemnis op. 123 (2008)	DVD															Your library	English, Latin	Latin	M2010	[]		Masses				1	Harvard OpenMetadata	[2021-07-30]			26862841				
203704701	The Andromeda strain	5					Universal City, CA : Universal Studios, [2003]	2003		5			The Andromeda strain (2003)	DVD															Your library	English	English	PN1997.A44 2003	[0783255349]	0783255349, 9780783255347	Crichton, Michael, 1942-2008|Microbial Contamination|Microbial contamination|Microbial contamination New Mexico Drama|Microorganismos Teatro|Microorganisms|Microorganisms Drama|New Mexico|New mexico|microbial contamination|microorganisms|new mexico	791.43/72	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	Toronto Public Library	[2021-07-30]		ocm52074525	9151970				
203704705	A.I. artificial intelligence	1					Universal City, Calif. : DreamWorks Home Entertainment, 2002, c2001.	2001		5			A.I. artificial intelligence (2001)	DVD															Your library	English, French	English	PN1997.2.A3 2002	[0783267622]	0783267622, 9780783267623	Artificial intelligence Drama|DVD-VIDEO DISCS|DVD-Video discs|DVD-video discs|Family Drama|Love Drama|Robots Drama	[Fic]823/.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period		1	Arlington (TX) Public Library	[2021-07-30]			1995633				
203704714	Akira (Widescreen)	1	Sasaki, Nozomu	Actor			Geneon [Pioneer] (2001)	2001		5			Akira (Widescreen) by Nozomu Sasaki (2001)	DVD	8 x 0.5 inches	0.25 pounds	0.5 inches	5.5 inches	8 inches	0.5 x 8 x 5.5 inches									Your library	English	Japanese	PN6790.J3 A3613	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			11799471				
203704805	SLEEPER - Laserdisc, NOT an Import	1								3			SLEEPER - Laserdisc, NOT an Import	Laserdisc															Your library		Spanish	PN1995.C55	[6302020158]	6302020158, 9786302020151	Comedy films|Feature films|Science fiction films|Video recordings for the hearing impaired	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			781118				
203704812	Manhattan Laser Disc (Woody Allen)	1								2			Manhattan Laser Disc (Woody Allen)	Laserdisc															Your library			PN1995.C55	[6302152852]	6302152852, 9786302152852	Comedy films|Feature Films|Feature films	791.4372	Film > Film, Radio, and Television > Films, screenplays > Public performances > Recreational and performing arts > Single films > The arts		1	amazon.com books	[2021-07-30]			2888845				
203721731	Apollo 11 (2019) [Blu-ray]	1	Miller, Todd Douglas	Director			Universal Pictures Home Entertainment (2019), Edition: Blu-ray   Digital	2019		5			Apollo 11 (2019) [Blu-ray] by Todd Douglas Miller (2019)	Blu-ray	6.7 inches	0.37 pounds	6.7 inches	5.3 inches	0.4 inches	6.7 x 0.4 x 5.3 inches									Your library	English	English		[]			629.454	Astronauts and Space Travel  > Engineering and allied operations > Manned space flight > Other Branches > Technology and Application of Knowledge		1	amazon.com books	[2021-07-30]			23240016				
203721743	Young Frankenstein [Blu-ray]	1	Garr, Teri	Actor			20th Century Fox (2014), Edition: 40th Anniversary Edition	2015		5			Young Frankenstein [Blu-ray] by Teri Garr (2015)	Blu-ray	7 x 0.75 inches	0.2 pounds	0.75 inches	5.75 inches	7 inches	0.75 x 7 x 5.75 inches									Your library	English, Spanish	English	PN1997 .Y66522	[]			791.4372	Film > Film, Radio, and Television > Films, screenplays > Public performances > Recreational and performing arts > Single films > The arts		1	amazon.com books	[2021-07-30]			690192				
203721751	Epic	1	Farrell, Colin	Actor			20th Century Fox (2013)	2015					Epic by Colin Farrell (2015)	DVD	7.5 x 0.5 inches	0.15 pounds	0.5 inches	5.25 inches	7.5 inches	0.5 x 7.5 x 5.25 inches									Your library	English, Spanish	English		[]			791.4372	Film > Film, Radio, and Television > Films, screenplays > Public performances > Recreational and performing arts > Single films > The arts		1	amazon.com books	[2021-07-30]			16724819				
203721761	Cleopatra - Award Series (2 Disc DVD Set)	1	Taylor, Elizabeth	Actor			Twentieth Century-Fox Film Corporation (2006)	2006					Cleopatra - Award Series (2 Disc DVD Set) by Elizabeth Taylor (2006)	DVD	7.5 x 0.5 inches	0.35 pounds	0.5 inches	5.5 inches	7.5 inches	0.5 x 7.5 x 5.5 inches									Your library	English	English	PN1997	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			687245				
203721777	50 First Dates / Mr.Deeds (Widescreen Edition)	1	Sandler, Adam	Actor			Sony Pictures Home Entertainment (2011), Edition: Special Edition	2011		4			50 First Dates / Mr.Deeds (Widescreen Edition) by Adam Sandler (2011)	DVD	7.75 x 0.55 inches	0.45 pounds	0.55 inches	5.5 inches	7.75 inches	0.55 x 7.75 x 5.5 inches									Your library	English, French	Turkish		[1404988173]	1404988173, 9781404988170					1	amazon.com books	[2021-07-30]			29641421				
203721784	Mamma Mia! The Movie	1	Streep, Meryl	Actor			Universal Pictures Home Entertainment (2008), Edition: DVD	2012		4			Mamma Mia! The Movie by Meryl Streep (2012)	DVD	7.5 x 0.53 inches	0.25 pounds	0.53 inches	5.5 inches	7.5 inches	0.53 x 7.5 x 5.5 inches									Your library	English, Spanish	English	PN1997 .M36	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			8000381				
203721808	Tall Blond Man With One Black Shoe (Subtitled) [VHS]	1	Balachova, Tania	Actor			Cinema 5 Distributing (1994)	1990		4			Tall Blond Man With One Black Shoe (Subtitled) [VHS] by Tania Balachova (1990)	VHS															Your library	English	English		[6303593380]	6303593380, 9786303593388					1	amazon.com books	[2021-07-30]			26864822				
203721814	Far From Heaven	1	Quaid, Dennis	Primary Contributor			Innotrac - NBC Universal (2003)	2003					Far From Heaven by Dennis Quaid (2003)	DVD		0.18 pounds													Your library		English	PN1997.2	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			758733				
203721818	Where To Invade Next	1	Moore, Michael	Actor			Lionsgate (2016), Edition: DVD	2016		5			Where To Invade Next by Michael Moore (2016)	DVD	7.25 x 0.5 inches	0.15 pounds	0.5 inches	5.25 inches	7.25 inches	0.5 x 7.25 x 5.25 inches									Your library	English	English	HC106.84	[]			303.4	Social Processes > Social Sciences > Social change > Social sciences		1	amazon.com books	[2021-07-30]			17895373				
203721820	Sicko (Special Edition)	1	Moore, Michael	Actor			Lisa's Skus (2007), Edition: Special Edition	2008		5			Sicko (Special Edition) by Michael Moore (2008)	DVD	7.5 x 0.5 inches	0.15 pounds	0.5 inches	5.5 inches	7.5 inches	0.5 x 7.5 x 5.5 inches									Your library	English, Spanish	Spanish	RA395.A3 S53	[]		Documentary|Health care reform > United States > Drama|Medical care > United States > Drama|Medical care > United States > Public opinion > Drama|Medical economics > United States > Drama	362.10973	History, geographic treatment, biography > North America > People with physical illnesses > Social problems and services; associations > Social problems of & services to groups of people > Social sciences > United States		1	amazon.com books	[2021-07-30]			3406569				
203721822	What the Bleep!? - Down the Rabbit Hole (QUANTUM Three-Disc Special Edition)	1	Matlin, Marlee	Actor			20th Century Fox (2006), Edition: Special Edition	2006		4			What the Bleep!? - Down the Rabbit Hole (QUANTUM Three-Disc Special Edition) by Marlee Matlin (2006)	DVD	7.5 x 1 inches	0.55 pounds	1 inch	5.5 inches	7.5 inches	1 x 7.5 x 5.5 inches									Your library	Spanish, English	Spanish	QC174.M35 W438	[]			530.1201	Natural sciences and mathematics > Physics > Physics > Quantum Mechanics > Theoretical Physics		1	amazon.com books	[2021-07-30]			8208756				
203721827	Jonah Who Will Be 25 in the Year 2000 [VHS]	1	Boyer, Myriam	Actor			New Yorker Video (1998)	1998		2			Jonah Who Will Be 25 in the Year 2000 [VHS] by Myriam Boyer (1998)	VHS		0.46 pounds													Your library	English			[6302498244]	6302498244, 9786302498240					1	amazon.com books	[2021-07-30]			8425842				
203721830	Emerald Forest	1	Boothe, Powers	Actor			Kl Studio Classics (2014)	2014		5			Emerald Forest by Powers Boothe (2014)	DVD	7.75 x 0.75 inches	0.16 pounds	0.75 inches	5.5 inches	7.75 inches	0.75 x 7.75 x 5.5 inches									Your library	English	English	PN1995.A3 E447353	[]			791.4372	Film > Film, Radio, and Television > Films, screenplays > Public performances > Recreational and performing arts > Single films > The arts		1	amazon.com books	[2021-07-30]			12196202				
203721850	The Final Cut	5	Naim, Omar	Director			Lionsgate (2005), Edition: DVD	2007		4			The Final Cut by Omar Naim (2007)	DVD	7.5 x 0.5 inches	0.2 pounds	0.5 inches	5.5 inches	7.5 inches	0.5 x 7.5 x 5.5 inches									Your library	English, Spanish	English	PN1997 .F553	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			5540437				
203721855	OMG Oh My God (Bollywood DVD With English Subtitles)	1	Rawal, Paresh	Actor			Viacom (2012)	2012		5			OMG Oh My God (Bollywood DVD With English Subtitles) by Paresh Rawal (2012)	DVD															Your library	Hindi	Hindi		[]						1	amazon.com books	[2021-07-30]			26864829				
203721875	Kingsman: The Secret Service	1	Firth, Colin	Actor			20th Century Fox (2015)	2015					Kingsman: The Secret Service by Colin Firth (2015)	DVD	7.5 x 0.5 inches	0.15 pounds	0.5 inches	5.5 inches	7.5 inches	0.5 x 7.5 x 5.5 inches									Your library	English, Spanish	English	PN1995.A3 K563	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			16449859				
203721881	The Secret Life of Bees	5	Fanning, Dakota	Actor			Fox Searchlight (2009)	2015					The Secret Life of Bees by Dakota Fanning (2015)	DVD	7.5 x 0.25 inches	0.26 pounds	0.25 inches	5.5 inches	7.5 inches	0.25 x 7.5 x 5.5 inches									Your library	French, Spanish	Spanish	PN1997.2 .S43	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			12852703				
203721920	Speechless	1	Keaton, Michael	Actor			MGM (Video & DVD) (2001)	2001					Speechless by Michael Keaton (2001)	DVD	7.75 x 0.5 inches	0.26 pounds	0.5 inches	5.5 inches	7.75 inches	0.5 x 7.75 x 5.5 inches									Your library	French, Spanish	French	PN1995.L6 S644	[0792851722]	0792851722, 9780792851721		791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			17045985				
203721924	Punchline	1	Hanks, Tom	Actor			Sony Pictures Home Entertainment (2002)	1988		4			Punchline by Tom Hanks (1988)	DVD		0.24375 pounds													Your library	Thai, French	French	PN1995.C55 P86	[0767881354]	0767881354, 9780767881357		791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			14256928				
203721926	Postcards from the Edge	1	Streep, Meryl	Actor			Mill Creek-Sony Pictures Home Entertainment (2001)	1990					Postcards from the Edge by Meryl Streep (1990)	DVD	7.5 inches	0.158125 pounds	7.5 inches	0.5 inches	5.5 inches	7.5 x 5.5 x 0.5 inches									Your library	No linguistic content, English	English	PN1977.P85 M14	[0767859820]	0767859820, 9780767859820	Alcoholism > Drama|Cocaine abuse > Drama|Features|Motion picture actors and actresses > United States > Drama|Motion picture industry > California > Los Angeles > Drama	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			2837896				
203721934	Interstellar (Blu-ray DVD Combo Pack)	1	Burstyn, Ellen	Performer			Warner Home Video (2015), Edition: DVD   Digital HD with Ultravio	2015		5			Interstellar (Blu-ray DVD Combo Pack) by Ellen Burstyn (2015)	Blu-ray	6.75 x 0.5 inches	0.3 pounds	0.5 inches	5.5 inches	6.75 inches	0.5 x 6.75 x 5.5 inches									Your library	English, Spanish	English	PN1997.2 .I58477	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			15896590				
203721941	Hanging up : Widescreen Edition	1	Up, Hanging	Author			Alliance Entertainment (2002)	2002					Hanging up : Widescreen Edition by Hanging Up (2002)	DVD		0.18 pounds													Your library	English	English	PN1997.H344	[]			791.4372	Film > Film, Radio, and Television > Films, screenplays > Public performances > Recreational and performing arts > Single films > The arts		1	amazon.com books	[2021-07-30]			1967719				
203721950	Cheaper by the Dozen	1	Martin, Steve	Actor			20th Century Fox (2004)	2004					Cheaper by the Dozen by Steve Martin (2004)	DVD	7.75 x 0.75 inches	0.24 pounds	0.75 inches	5.5 inches	7.75 inches	0.75 x 7.75 x 5.5 inches									Your library	Spanish, English	French	T40.G5 G5	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			8196936				
203721956	Star Trek VII: Generations	1	Stewart, Patrick	Actor			Paramount (1998)	1998		5			Star Trek VII: Generations by Patrick Stewart (1998)	DVD	7.5 x 0.6 inches	0.25 pounds	0.6 inches	5.38 inches	7.5 inches	0.6 x 7.5 x 5.38 inches									Your library	Spanish, English	French	PN1997	[6305181721]	6305181721, 9786305181729	Drama|Duty > Drama|Family > Drama|Features|Paradise > Drama|Science Fiction|Science fiction|Sequels|Time > Drama|Videodiscs|science fiction	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			126861				
203721961	Star Trek II - The Wrath of Khan	1	Shatner, William	Actor			Paramount Home Video (2000)	2000		5			Star Trek II - The Wrath of Khan by William Shatner (2000)	DVD	7.25 x 0.5 inches	0.25 pounds	0.5 inches	5.5 inches	7.25 inches	0.5 x 7.25 x 5.5 inches									Your library	English	French	PN1997	[6305910103]	6305910103, 9786305910107		791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			1029760				
203721965	Star Trek - Nemesis (Widescreen Edition)	1	Stewart, Patrick	Actor			Paramount (2003)	2003		4			Star Trek - Nemesis (Widescreen Edition) by Patrick Stewart (2003)	DVD	7.75 x 0.5 inches	0.24 pounds	0.5 inches	5.5 inches	7.75 inches	0.5 x 7.75 x 5.5 inches									Your library	English	French	PN1997.S73	[0792187040]	0792187040, 9780792187042	Adventure (Nonfiction) > Feature|Science fiction > Feature|Thriller > Feature	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			713721				
203721975	Equilibrium	1	Bale, Christian	Actor			Dimension (2003)	2003					Equilibrium by Christian Bale (2003)	DVD	7.5 x 0.5 inches	0.25 pounds	0.5 inches	5.5 inches	7.5 inches	0.5 x 7.5 x 5.5 inches									Your library	English	English	PN1997.2	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			666360				
203721989	The sixth sense	5					[Burbank, CA] : Distributed by Buena Vista Home Entertainment, [2002]	2002		4			The sixth sense (2002)	DVD															Your library	English, French	English	PN1997	[0788829017]	0788829017, 9780788829017	Child psychology Drama|Extrasensory perception Drama|Feature Films|Feature films|Parapsychology and crime Drama|Psychologists Drama|Video Recordings|Video recordings|Video recordings for the hearing impaired	791.43/72	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	Metro Boston Library Network	[2021-07-30]			11472				
203721997	An American Werewolf in London [Blu-ray]	4	Naughton, David	Actor			Universal Pictures Home Entertainment (2010), Edition: Full Moon Edition	2013		3			An American Werewolf in London [Blu-ray] by David Naughton (2013)	Blu-ray	6.5 x 0.25 inches	0.2 pounds	0.25 inches	5.25 inches	6.5 inches	0.25 x 6.5 x 5.25 inches									Your library	English, Spanish	French	PN1995.H6 A44	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			317758				
203722000	Back to the Future: The Complete Trilogy	1	Fox, Michael J.	Actor			Universal Pictures Home Entertainment (2009), Edition: DVD	2009		5			Back to the Future: The Complete Trilogy by Michael J. Fox (2009)	DVD	7.5 x 1.25 inches	0.48 pounds	1.25 inches	5.5 inches	7.5 inches	1.25 x 7.5 x 5.5 inches									Your library	Spanish, English	French	PN1995.S26	[0783269935]	0783269935, 9780783269931	Adventure films|Comedy films|Feature Films|Feature films|Science fiction films|Time travel > Drama|Video recordings for the hearing impaired	791.437	Film > Film, Radio, and Television > Films, screenplays > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			849480				
